cpp_code,rust_code
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
#include <iostream>

int main(int argc, char* argv[])
{
        auto f = 1.23f; // 32 bits
        double d = 1.23; // 64 bits
        long double ld = 1.342349287492837492892873492347; // large

        int i = 0; // usually 32 bits
        short s = 32000; // usually 16 bits
        long l = 18000000000; // usually 64 bits
        long long ll = 1292309230983; // 128 bits
        char c = 0; // usually 8 bits 0-255

        auto b = false; // usually 8 bits, but check with sizeof(bool)

        std::cout << ""Size of float and double: "" << sizeof(float) 
                << "", "" << sizeof(double) << std::endl;
        
        // this is a ""block""
        {
                int j = 1;
                int t = j;
        }
        
        if(b)
        {
                std::cout << ""B is true!"" << std::endl;
        }
        else if(!b)
        {
                std::cout << ""B is false!"" << std::endl;
        }
        else
        {
                std::cout << ""B is false!"" << std::endl;
        }

        switch(i)
        {
        case 0:
                std::cout << ""switch 0"" << std::endl;
                break;
        case 1:
                std::cout << ""switch 1"" << std::endl;
                break;
        case 2:
                std::cout << ""switch 2"" << std::endl;
                break;
        default:
                break;
        }

        // for loop
        for(unsigned int count = 0; count < 10; count++)
        {
                if (count == 5) continue;
                std::cout << ""Count is: "" << count << std::endl;
        }

        // range based for loop
        std::string str = ""hello"";
        for(char character : str)
        {
                std::cout << character << std::endl;
        }

        int while_count = 0;
        while(while_count < 10)
        {
                std::cout << ""While count: "" << while_count << std::endl;
                while_count++;
                // or...
                // if(while_cout >= 10) break;
        }

        getchar();

        return 0;
}
```","Here is the translation from C++ to Rust.
```
use std::io::{self, Write};

fn main() {
    // Floating point types
    let f: f32 = 1.23; // 32 bits
    let d: f64 = 1.23; // 64 bits
    let ld: f64 = 1.342349287492837492892873492347; // large (Rust has f64 for large precision)

    // Integer types
    let i: i32 = 0; // usually 32 bits
    let s: i16 = 32000; // usually 16 bits
    let l: i64 = 18_000_000_000; // usually 64 bits
    let ll: i128 = 1_292_309_230_983; // 128 bits
    let c: u8 = 0; // usually 8 bits 0-255

    // Boolean type
    let b: bool = false; // usually 8 bits, but the size is implementation-dependent in Rust

    // Printing size of floats and doubles in Rust
    println!(""Size of f32 and f64: {} bytes, {} bytes"", std::mem::size_of::<f32>(), std::mem::size_of::<f64>());

    // Block scope example (in Rust, you don't need to use `auto`, Rust can infer the type)
    {
        let j: i32 = 1;
        let t = j; // `t` is inferred to be of type i32
    }

    // if-else block
    if b {
        println!(""B is true!"");
    } else {
        println!(""B is false!"");
    }

    // switch statement equivalent in Rust (match statement)
    match i {
        0 => println!(""switch 0""),
        1 => println!(""switch 1""),
        2 => println!(""switch 2""),
        _ => (), // Rust doesn't require a default if you don't care
    }

    // for loop with range
    for count in 0..10 {
        if count == 5 {
            continue; // Skips the current iteration
        }
        println!(""Count is: {}"", count);
    }

    // Range-based for loop (iterating over a string in Rust)
    let str = ""hello"";
    for character in str.chars() {
        println!(""{}"", character);
    }

    // while loop
    let mut while_count = 0;
    while while_count < 10 {
        println!(""While count: {}"", while_count);
        while_count += 1;
        // Or you can break manually if needed
        // if while_count >= 10 { break; }
    }

    // Rust doesn't need getchar for waiting input; however, we can emulate a pause
    let _ = io::stdout().flush(); // Ensures the output is printed before waiting for input
    let _ = io::stdin().read_line(&mut String::new()); // Blocks until user presses Enter
}
```
"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
#include <iostream>
#include <random>
#include <cstdio>

int roll_dice(const int number_faces)
{
        std::random_device random_device;
        std::default_random_engine random_engine(random_device());
        std::uniform_int_distribution<int> uniform_int_distribution(1, number_faces);

        auto random_int = uniform_int_distribution(random_engine);
        return random_int;
}

int main(int argc, char* argv[])
{
        int number_faces = 6;
        int number_rolls = 10;

        std::cout << ""Enter the number of faces: "";
        std::cin >> number_faces;

        std::cout << std::endl;

        std::cout << ""Enter the number of times to roll: "";
        std::cin >> number_rolls;
        printf(""Rolling dice %d times.\n"", number_rolls);
        auto sum = 0;
        auto min_roll = 10000000;
        auto max_roll = -10000000;
        for(auto i = 0; i < number_rolls; i ++)
        {
                auto random_int = roll_dice(number_faces);
                sum += random_int;
                printf(""You rolled a %d\n"", random_int);
                if (random_int < min_roll) min_roll = random_int;
                if (random_int > max_roll) max_roll = random_int;
        }

        auto average = (double) sum / 10.0;
        printf(""Your average roll was %f\n"", average);
        printf(""You min roll was %d and your max %d\n"", min_roll, max_roll);
        return 0;
}
```","Here is the translation from C++ to Rust.
```
use rand::Rng;  // Import the Rng trait
use std::io::{self, Write};

fn roll_dice(number_faces: i32) -> i32 {
    let mut rng = rand::thread_rng(); // Use thread_rng as default RNG
    rng.gen_range(1..=number_faces)  // Generate a random number in the range [1, number_faces]
}

fn main() -> Result<(), Box<dyn std::error::Error>> {
    let mut input = String::new();
    let mut number_faces = 6;  // Default value for faces
    let mut number_rolls = 10; // Default number of rolls

    // Getting the number of faces from user input
    print!(""Enter the number of faces: "");
    io::stdout().flush()?;
    io::stdin().read_line(&mut input)?;
    number_faces = input.trim().parse()?;

    input.clear(); // Clear the input buffer

    // Getting the number of rolls from user input
    print!(""Enter the number of times to roll: "");
    io::stdout().flush()?;
    io::stdin().read_line(&mut input)?;
    number_rolls = input.trim().parse()?;

    // Variables for storing results
    let mut sum = 0;
    let mut min_roll = i32::MAX;
    let mut max_roll = i32::MIN;

    // Rolling the dice
    println!(""\nRolling dice {} times."", number_rolls);
    for _ in 0..number_rolls {
        let random_int = roll_dice(number_faces);
        sum += random_int;
        println!(""You rolled a {}"", random_int);

        if random_int < min_roll {
            min_roll = random_int;
        }

        if random_int > max_roll {
            max_roll = random_int;
        }
    }

    // Calculating the average
    let average = sum as f64 / number_rolls as f64;

    println!(""Your average roll was {}"", average);
    println!(""Your min roll was {} and your max was {}"", min_roll, max_roll);

    Ok(())
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
#include <iostream>
#include <random>
#include <string>

struct player
{
    std::string name;
    int total_money{ 0 };
};

struct wager_result
{
    bool did_win = false;
    int money_change_amount{ 0 };
    int wager{ 0 };
    int guess{ 0 };
};
std::ostream& operator<<(std::ostream& output, const wager_result &wager)
{
    output << ""You bet "" << std::to_string(wager.wager) << "" and guessed ""
        << std::to_string(wager.guess) << std::endl;
    output << ""You "";
    if(wager.did_win)
    {
        output << ""won "";
    }
    else
    {
        output << ""lost "";
    }
    output << std::to_string(std::abs(wager.money_change_amount)) << std::endl;
    return output;
}

class number_generator
{
public:
    number_generator(const int &min, const int &max)
        : random_engine_(random_device_()), uniform_int_distribution_(min, max)
    {

    }
    int generate_random_number()
    {
        return uniform_int_distribution_(random_engine_);
    }
private:
    std::random_device random_device_;
    std::default_random_engine random_engine_;
    std::uniform_int_distribution<int> uniform_int_distribution_;
};

class game
{
    player player_;
    number_generator number_generator_;
public:
    game(const player& player)
        :number_generator_(1, 10)
    {
        player_ = player;
    }

    void start_game()
    {
        std::cout << ""Enter your name: "";
        std::getline(std::cin, player_.name);
        std::cout << ""Enter start money amount: "";
        std::cin >> player_.total_money;
    }

    bool keep_playing()
    {
        std::cout << ""Play again? (Y/N): "";
        char response;
        std::cin >> response;
        return response == 'y' || response == 'Y';
    }

    int get_bet_amount()
    {
        std::cout << ""Enter bet amount (1 - "" +
            std::to_string(player_.total_money) + ""): "";
        int wager;
        std::cin >> wager;
        return wager;
    }
    
    int get_guess()
    {
        std::cin.get();
        std::cout << ""Enter guess (1-10): "";
        int guess;
        std::cin >> guess;
        return guess;
    }
    wager_result play_round()
    {
        const auto wager = get_bet_amount();
        const auto guess = get_guess();

        wager_result result;
        result.wager = wager;
        result.guess = guess;
        const auto number = number_generator_.generate_random_number();
        if(number == guess)
        {
            result.did_win = true;
            result.money_change_amount = wager * 10;
        }
        else
        {
            result.did_win = false;
            result.money_change_amount = -1 * wager;
        }

        player_.total_money += result.money_change_amount;
        return result;
    }

    bool game_over()
    {
        return player_.total_money <= 0;
    }
};

int main()
{
    std::cout << ""----- Casino! -----"" << std::endl;
    const player m_player;
    game game(m_player);
    game.start_game();
    do
    {
        const auto result = game.play_round();
        std::cout << result << std::endl;
        if (game.game_over()) {
            std::cout << ""You lost, game over"" << std::endl;
            break;
        }

    } while (!game.game_over() && game.keep_playing());

    std::cout << ""Game over! Thanks for playing!"" << std::endl;
    return 0;
}
```","Here is the translation from C++ to Rust.
```
use rand::Rng;
use std::io::{self, Write};

struct Player {
    name: String,
    total_money: i32,
}

struct WagerResult {
    did_win: bool,
    money_change_amount: i32,
    wager: i32,
    guess: i32,
}

impl std::fmt::Display for WagerResult {
    fn fmt(&self, f: &mut std::fmt::Formatter) -> std::fmt::Result {
        write!(f, ""You bet {} and guessed {}"", self.wager, self.guess)?;
        write!(f, ""\nYou "")?;
        if self.did_win {
            write!(f, ""won "")?;
        } else {
            write!(f, ""lost "")?;
        }
        write!(f, ""{}"", self.money_change_amount.abs())?;
        Ok(())
    }
}

struct NumberGenerator {
    min: i32,
    max: i32,
}

impl NumberGenerator {
    fn new(min: i32, max: i32) -> Self {
        NumberGenerator { min, max }
    }

    fn generate_random_number(&self) -> i32 {
        let mut rng = rand::thread_rng();
        rng.gen_range(self.min..=self.max)
    }
}

struct Game {
    player: Player,
    number_generator: NumberGenerator,
}

impl Game {
    fn new(player: Player) -> Self {
        Game {
            player,
            number_generator: NumberGenerator::new(1, 10),
        }
    }

    fn start_game(&mut self) {
        print!(""Enter your name: "");
        io::stdout().flush().unwrap();
        let mut name = String::new();
        io::stdin().read_line(&mut name).unwrap();
        self.player.name = name.trim().to_string();

        print!(""Enter start money amount: "");
        io::stdout().flush().unwrap();
        let mut money = String::new();
        io::stdin().read_line(&mut money).unwrap();
        self.player.total_money = money.trim().parse().unwrap();
    }

    fn keep_playing(&self) -> bool {
        print!(""Play again? (Y/N): "");
        io::stdout().flush().unwrap();
        let mut response = String::new();
        io::stdin().read_line(&mut response).unwrap();
        response.trim().eq_ignore_ascii_case(""y"")
    }

    fn get_bet_amount(&self) -> i32 {
        print!(
            ""Enter bet amount (1 - {}): "",
            self.player.total_money
        );
        io::stdout().flush().unwrap();
        let mut wager = String::new();
        io::stdin().read_line(&mut wager).unwrap();
        wager.trim().parse().unwrap()
    }

    fn get_guess(&self) -> i32 {
        print!(""Enter guess (1-10): "");
        io::stdout().flush().unwrap();
        let mut guess = String::new();
        io::stdin().read_line(&mut guess).unwrap();
        guess.trim().parse().unwrap()
    }

    fn play_round(&mut self) -> WagerResult {
        let wager = self.get_bet_amount();
        let guess = self.get_guess();

        let number = self.number_generator.generate_random_number();

        let mut result = WagerResult {
            did_win: false,
            money_change_amount: 0,
            wager,
            guess,
        };

        if number == guess {
            result.did_win = true;
            result.money_change_amount = wager * 10;
        } else {
            result.did_win = false;
            result.money_change_amount = -wager;
        }

        self.player.total_money += result.money_change_amount;
        result
    }

    fn game_over(&self) -> bool {
        self.player.total_money <= 0
    }
}

fn main() {
    println!(""----- Casino! -----"");

    let player = Player {
        name: String::new(),
        total_money: 0,
    };

    let mut game = Game::new(player);
    game.start_game();

    while !game.game_over() {
        let result = game.play_round();
        println!(""{}"", result);

        if game.game_over() {
            println!(""You lost, game over"");
            break;
        }

        if !game.keep_playing() {
            break;
        }
    }

    println!(""Game over! Thanks for playing!"");
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```



// C++ program to reverse a string using recursion 
#include <bits/stdc++.h> 
using namespace std; 
  
/* Function to print reverse of the passed string */
void reverse(char *str, int index, int n)  
{ 
    if(index == n)      // return if we reached at last index or at the end of the string 
    { 
        return; 
    } 
    char temp = str[index];    // storing each character starting from index 0 in function call stack; 
    reverse(str, index+1, n);  // calling recursive function by increasing index everytime 
    cout << temp;              // printing each stored character while recurring back 
} 
  
/* Driver program to test above function */
int main() 
{ 
    char a[] = ""Geeks for Geeks""; 
    int n = sizeof(a) / sizeof(a[0]); 
    reverse(a, 0, n); 
    return 0; 
} 
```","Here is the translation from C++ to Rust.
```
fn reverse(s: &str, index: usize) {
    if index == s.len() {
        return;
    }
    
    let temp = s.chars().nth(index).unwrap(); // get the character at the current index
    reverse(s, index + 1); // recurse to the next character
    print!(""{}"", temp); // print the character after the recursion returns
}

fn main() {
    let s = ""Geeks for Geeks"";
    reverse(s, 0);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
#include <iostream>
using namespace std;

int main() {
    int n=1221;
    int t = n;
    int rev = 0;
    
    // Calculate reverse number rev of a given number n
    while (t > 0) {
        int dig = t % 10;
        rev = rev * 10 + dig;
        t /= 10;
    }
    
    // Compare number n with reverse number rev 
    if (n==rev)
        cout << ""Palindrome."";
    else
        cout << ""Not Palindrome."";
    return 0;
}
```","Here is the translation from C++ to Rust.
```
fn main() {
    let n = 1221;
    let mut t = n;
    let mut rev = 0;
    
    // Calculate the reverse number rev of a given number n
    while t > 0 {
        let dig = t % 10;
        rev = rev * 10 + dig;
        t /= 10;
    }
    
    // Compare number n with reverse number rev
    if n == rev {
        println!(""Palindrome."");
    } else {
        println!(""Not Palindrome."");
    }
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ Program to Add 
// Two Complex Numbers
 
// Importing all libraries
#include<bits/stdc++.h>
using namespace std;
  
// User Defined Complex class
class Complex 
{ 
    // Declaring variables
    public: int real, imaginary;
  
    // Constructor to accept
    // real and imaginary part
    Complex(int tempReal = 0, 
            int tempImaginary = 0)
    {
        real = tempReal;
        imaginary = tempImaginary;
    }
  
    // Defining addComp() method
    // for adding two complex number
    Complex addComp(Complex C1, Complex C2)
    {
        // Creating temporary variable
        Complex temp;
  
        // Adding real part of 
        // complex numbers
        temp.real = C1.real + C2.real;
  
        // Adding Imaginary part of 
        // complex numbers
        temp.imaginary = (C1.imaginary + C2.imaginary);
  
        // Returning the sum
        return temp;
    }
};
  
// Driver code
int main()
{
    // First Complex number
    Complex C1(3, 2);
 
    // printing first complex number
    cout << ""Complex number 1 : "" << 
             C1.real << "" + i"" << 
             C1.imaginary << endl;
 
    // Second Complex number
    Complex C2(9, 5);
 
    // Printing second complex number
    cout << ""Complex number 2 : "" << 
             C2.real << "" + i"" << 
             C2.imaginary << endl;
 
    // For Storing the sum
    Complex C3;
 
    // Calling addComp() method
    C3 = C3.addComp(C1, C2);
 
    // Printing the sum
    cout << ""Sum of complex number : "" << 
             C3.real << "" + i"" << 
             C3.imaginary;
}
```","Here is the translation from C++ to Rust.
```
// Rust Program to Add Two Complex Numbers

// Define the Complex struct with fields real and imaginary
#[derive(Debug)]
struct Complex {
    real: i32,
    imaginary: i32,
}

impl Complex {
    // Constructor to initialize Complex number
    fn new(real: i32, imaginary: i32) -> Self {
        Complex { real, imaginary }
    }

    // Method to add two Complex numbers
    fn add(&self, other: &Complex) -> Complex {
        Complex {
            real: self.real + other.real,
            imaginary: self.imaginary + other.imaginary,
        }
    }
}

fn main() {
    // First Complex number
    let c1 = Complex::new(3, 2);
    // Second Complex number
    let c2 = Complex::new(9, 5);

    // Print first complex number
    println!(""Complex number 1: {} + i{}"", c1.real, c1.imaginary);

    // Print second complex number
    println!(""Complex number 2: {} + i{}"", c2.real, c2.imaginary);

    // Add two complex numbers using add() method
    let c3 = c1.add(&c2);

    // Print the sum of the two complex numbers
    println!(""Sum of complex numbers: {} + i{}"", c3.real, c3.imaginary);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to implement iterative 
// binary search
#include <bits/stdc++.h>
using namespace std;

bool binarySearch(vector<int>& v, int target) {
    
      // Defining the part of the vector to be
      // searched
    int low = 0, high = v.size() - 1;
      
      // Till the element is found or vector cannot
      // be divided into more parts
    while (low <= high) {
      
          // Finding mid point
        int mid = ((high - low) / 2) + low;

        // If the middle element is equal to target
        if (v[mid] == target) {
            return true;
        }

        // If the middle element is greater than 
        // target, search in the left half 
        if (v[mid] > target)
            high = mid - 1;
        
        // If the middle element is smaller than
        // target, search the right half 
        else
            low = mid + 1;
    }
      
      // If we don't find the target
      return false;
}

int main() {
    vector<int> v = {1, 2, 3, 4, 5, 8, 9, 11};
    
      // Element to be searched
      int target = 8;
  
      // Searching the target element
    if (binarySearch(v, target)) {
        cout << target << "" found."";
    } else {
        cout << target << "" NOT found."";
    }
    return 0;
}
```","Here is the translation from C++ to Rust.
```
// Rust program to implement iterative binary search

fn binary_search(v: &[i32], target: i32) -> bool {
    let mut low = 0;
    let mut high = v.len() - 1;

    // While the search space is valid
    while low <= high {
        let mid = low + (high - low) / 2;

        // If the middle element is equal to the target
        if v[mid] == target {
            return true;
        }

        // If the middle element is greater than target, search the left half
        if v[mid] > target {
            high = mid - 1;
        }
        // If the middle element is smaller than target, search the right half
        else {
            low = mid + 1;
        }
    }

    // If target is not found
    false
}

fn main() {
    let v = vec![1, 2, 3, 4, 5, 8, 9, 11];

    // Element to be searched
    let target = 8;

    // Searching the target element
    if binary_search(&v, target) {
        println!(""{} found."", target);
    } else {
        println!(""{} NOT found."", target);
    }
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
//  C Program with Optimized implementation of Bubble sort
#include <stdbool.h>
#include <stdio.h>

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

void bubbleSort(int arr[], int n) {
    for (int i = 0; i < n - 1; i++) {

        // swapped variable to signal if there is a
        // swap happened in the inner loop
        // initially set to false
        bool swapped = false;
        for (int j = 0; j < n - i - 1; j++) {
            if (arr[j] > arr[j + 1]) {
                swap(arr + j, arr + j + 1);

                // swapped is set to true if the swap is
                // done
                swapped = true;
            }
        }

        // If no two elements were swapped
        // by inner loop, then break
        if (swapped == false)
            break;
    }
}

int main()
{
    int arr[] = {6, 0, 3, 5};
    int n = sizeof(arr) / sizeof(arr[0]);

    // Calling bubble sort on array arr
    bubbleSort(arr, n);
  
    for (int i = 0; i < n; i++)
        printf(""%d "", arr[i]);
    return 0;
}
```","Here is the translation from C++ to Rust.
```
// Rust program with optimized implementation of Bubble Sort

fn bubble_sort(arr: &mut Vec<i32>) {
    let n = arr.len();
    for i in 0..n - 1 {
        let mut swapped = false;

        for j in 0..n - i - 1 {
            if arr[j] > arr[j + 1] {
                // Directly swap elements in place
                arr.swap(j, j + 1);
                swapped = true;
            }
        }

        // If no elements were swapped, break early to optimize
        if !swapped {
            break;
        }
    }
}

fn main() {
    let mut arr = vec![6, 0, 3, 5];
    
    // Calling bubble sort on array arr
    bubble_sort(&mut arr);
  
    // Printing the sorted array
    for num in arr.iter() {
        print!(""{} "", num);
    }
    println!();  // To print a newline after the output
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to convert a decimal 
// number to octal number 
#include <iostream> 
using namespace std; 
  
// Function to convert decimal 
// to octal 
void decToOctal(int n) 
{ 
    // Array to store octal number 
    int octalNum[100]; 
  
    // Counter for octal number array 
    int i = 0; 
    while (n != 0) { 
        // Storing remainder in octal array 
        octalNum[i] = n % 8; 
        n = n / 8; 
        i++; 
    } 
  
    // Printing octal number array in 
    // reverse order 
    for (int j = i - 1; j >= 0; j--) 
        cout << octalNum[j]; 
} 
  
// Driver Code 
int main() 
{ 
    int n = 33; 
  
    // Function Call 
    decToOctal(n); 
  
    return 0; 
}
```","Here is the translation from C++ to Rust.
```
// Rust program to convert a decimal number to an octal number

// Function to convert decimal to octal
fn dec_to_octal(mut n: i32) {
    let mut octal_num = Vec::new(); // Vector to store octal digits

    // Convert decimal number to octal
    while n != 0 {
        octal_num.push(n % 8);
        n /= 8;
    }

    // Printing the octal number in reverse order
    for digit in octal_num.iter().rev() {
        print!(""{}"", digit);
    }
}

// Driver code
fn main() {
    let n = 33;

    // Function call to convert decimal to octal
    dec_to_octal(n);
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to convert binary to decimal 
// when input is represented as binary string. 
#include <iostream> 
#include <string> 
using namespace std; 
  
// Function to convert binary 
// to decimal 
int binaryToDecimal(string n) 
{ 
    string num = n; 
    int dec_value = 0; 
  
    // Initializing base value to 1, i.e 2^0 
    int base = 1; 
  
    int len = num.length(); 
    for (int i = len - 1; i >= 0; i--) { 
        if (num[i] == '1') 
            dec_value += base; 
        base = base * 2; 
    } 
  
    return dec_value; 
} 
  
// Driver code 
int main() 
{ 
    string num = ""10101001""; 
    cout << binaryToDecimal(num) << endl; 
}
```","Here is the translation from C++ to Rust.
```
// Rust program to convert binary to decimal when input is represented as a binary string

// Function to convert binary string to decimal
fn binary_to_decimal(n: &str) -> i32 {
    let mut dec_value = 0;
    let mut base = 1;

    // Iterate over the characters in the string in reverse order
    for digit in n.chars().rev() {
        if digit == '1' {
            dec_value += base;
        }
        base *= 2;
    }

    dec_value
}

// Driver code
fn main() {
    let num = ""10101001"";
    
    // Function call to convert binary to decimal
    println!(""{}"", binary_to_decimal(num));
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to add two  
// binary strings 
#include <bits/stdc++.h> 
using namespace std; 
  
// This function adds two binary strings  
// and return result as a third string 
string addBinary(string A, string B) 
{ 
    // If the length of string A is greater  
    // than the length of B then just swap  
    // the string by calling the same  
    // function and make sure to return  
    // the function otherwise recursion  
    // will occur which leads to calling  
    // the same function twice 
    if (A.length() > B.length()) 
        return addBinary(B, A); 
  
    // Calculating the difference between  
    // the length of the two strings. 
    int diff = B.length() - A.length(); 
  
    // Initialise the padding string which  
    // is used to store zeroes that should  
    // be added as prefix to the string which  
    // has length smaller than the other string. 
    string padding; 
    for (int i = 0; i < diff; i++) 
        padding.push_back('0'); 
  
    A = padding + A; 
    string res; 
    char carry = '0'; 
  
    for (int i = A.length() - 1; i >= 0; i--)  
    { 
        // This if condition solves 110 111  
        // possible cases 
        if (A[i] == '1' && B[i] == '1')  
        { 
            if (carry == '1') 
                res.push_back('1'), carry = '1'; 
            else
                res.push_back('0'), carry = '1'; 
        } 
  
        // This if condition solves 000 001  
        // possible cases 
        else if (A[i] == '0' && B[i] == '0')  
        { 
            if (carry == '1') 
                res.push_back('1'), carry = '0'; 
            else
                res.push_back('0'), carry = '0'; 
        } 
  
        // This if condition solves 100 101 010  
        // 011 possible cases 
        else if (A[i] != B[i])  
        { 
            if (carry == '1') 
                res.push_back('0'), carry = '1'; 
            else
                res.push_back('1'), carry = '0'; 
        } 
    } 
  
    // If at the end their is carry then just   
    // add it to the result 
    if (carry == '1') 
        res.push_back(carry); 
    // reverse the result 
    reverse(res.begin(), res.end()); 
  
    // To remove leading zeroes 
    int index = 0; 
    while (index + 1 < res.length() &&  
           res[index] == '0') 
        index++; 
    return (res.substr(index)); 
} 
  
// Driver code 
int main() 
{ 
    string a = ""1101"", b = ""100""; 
    cout << addBinary(a, b) << endl; 
    return 0; 
}
```","Here is the translation from C++ to Rust.
```
// Function to add two binary strings and return the result as a third string
fn add_binary(a: &str, b: &str) -> String {
    let mut i = a.len() as isize - 1; // Start from the end of string a
    let mut j = b.len() as isize - 1; // Start from the end of string b
    let mut carry = 0;  // Initialize carry
    let mut result = String::new();

    // Loop until we reach the start of both strings or there is no carry
    while i >= 0 || j >= 0 || carry != 0 {
        let bit_a = if i >= 0 { a.chars().nth(i as usize).unwrap().to_digit(2).unwrap() } else { 0 };
        let bit_b = if j >= 0 { b.chars().nth(j as usize).unwrap().to_digit(2).unwrap() } else { 0 };

        let sum = bit_a + bit_b + carry;
        carry = sum / 2;
        result.push(char::from_digit(sum % 2, 2).unwrap());

        // Move to the previous bit
        if i >= 0 { i -= 1; }
        if j >= 0 { j -= 1; }
    }

    // Reverse the result as we were adding from the least significant bit
    result.chars().rev().collect()
}

fn main() {
    let a = ""1101"";
    let b = ""100"";
    // Call the add_binary function and print the result
    println!(""{}"", add_binary(a, b)); // Should print 10001
}
```"
"Translate the following C++ code to Rust, ensuring the result is idiomatic, safe, and efficient. Utilize Rust best practices such as ownership, borrowing, and error handling with Result where applicable. Optimize for performance while maintaining readability, following Rust's rustfmt conventions. Ensure the translated code is well-structured, properly indented, and free of unnecessary allocations:
```
// C++ program to check whether the string
// is palindrome or not using loop
#include <bits/stdc++.h>
using namespace std;

void isPalindrome (string str) {
  
      // Specify the starting and ending indexes
    int left = 0, right = str.size() - 1;
  
      // Flag to terminate the loop if mismatch
      // characters found
      bool flag = true;
      
      // Till the left is less than right
    while (left < right) {

        // If any character not match, break the
        // loop, string is not palindrome
        if (str[left] != str[right]) {
            flag = false;
            break;
        }
        left++;
        right--;
    }
      
      if (flag)
        cout << ""\"""" << str
          << ""\"" is palindrome."" << endl;
          
    else
        cout << ""\"""" << str
          << ""\"" is NOT palindrome."" << endl;
}
  

int main() {
  
      // Checking if given strings are palindrome
      isPalindrome(""ABCDCBA"");
    isPalindrome(""ABCD"");            
    return 0;
}
```","Here is the translation from C++ to Rust.
```
// Function to check if a string is a palindrome
fn is_palindrome(s: &str) {
    let mut left = 0;
    let mut right = s.len() - 1;

    // Iterate while left index is less than right index
    while left < right {
        // If characters at left and right don't match, it's not a palindrome
        if s.as_bytes()[left] != s.as_bytes()[right] {
            println!(""\""{}\"" is NOT palindrome."", s);
            return;
        }
        left += 1;
        right -= 1;
    }

    println!(""\""{}\"" is palindrome."", s);
}

fn main() {
    // Checking if given strings are palindrome
    is_palindrome(""ABCDCBA"");
    is_palindrome(""ABCD"");
}
```"
